organization,project_name,location,recording_date,method,status,observer,longitude,latitude,hide_location,buffer,daily_weather_station_nm,daily_weather_station_elevation,daily_weather_station_distance,daily_min_temp,daily_max_temp,daily_mean_temp,daily_total_rain_mm,daily_total_snow_cm,daily_precipitation_mm,daily_snow_on_ground_cm,hourly_weather_station_nm,hourly_weather_station_elevation,hourly_weather_station_distance,hourly_temp,hourly_dew_point,hourly_rel_humidity,hourly_precipitatiohourly_wind_speed,hourly_visibility_km,hourly_station_pressuren_mm,hourly_wind_direction,hourly_wind_speed,hourly_humidex,hourly_wind_chill,hourly_weather_attributes,land_features,equipment_used,left_rms_peak_dbfs,left_rms_trough_dbfs,left_pk_count,left_dc_offset,left_min_level,left_max_level,left_rms_peak_level_dbfs,right_rms_peak_dbfs,right_rms_trough_dbfs,right_pk_count,right_dc_offset,right_min_level,right_max_level,right_peak_level_dbfs,url,source_file_name,observer_id
ABMI,Zeller-Woodpecker Visual Scanning Project-ABMI 2021,64-NW,2016-03-27 07:53:00,60s None,Transcribed,Austin Zeller,-111.284081,59.319580,"",5500m (Buffered location),FORT CHIPEWYAN,238.00m,62km,-10.30,5.20,-2.60,,,0.00,,EGG ISLAND,214.90m,61km,,,,,,,,,,,,Game Trail,Wildlife Acoustics Inc+SM4(AU-589)@1.52m,-37.88,-40.2,2,0.011138,0.004486,0.017883,-34.95,-29.02,-30.01,3,0.033667,0.028442,0.038727,-28.24,https://www.wildtrax.ca/home/aru-tasks/recording.html?taskId=508369,ABMI-0064-NW_20160327_075300.wav,841
ABMI,Zeller-Woodpecker Visual Scanning Project-ABMI 2021,92-NW,2016-03-27 07:53:00,60s None,Transcribed,Austin Zeller,-111.372108,59.187820,"",5500m (Buffered location),FORT CHIPEWYAN,238.00m,49km,-10.30,5.20,-2.60,,,0.00,,FORT CHIPEWYAN,238.00m,49km,,,,,,,,,,,,,Wildlife Acoustics Inc+SM4(AU-495)@1.5m,-29.89,-43.64,2,0.013687,-0.024292,0.046021,-26.74,-34.38,-43.33,2,0.012923,0,0.029327,-30.65,https://www.wildtrax.ca/home/aru-tasks/recording.html?taskId=508140,ABMI-0092-NW_20160327_075300.wav,841
ABMI,Zeller-Woodpecker Visual Scanning Project-ABMI 2021,122-NW,2016-03-28 07:51:00,60s None,Transcribed,Austin Zeller,-111.107582,58.935230,"",5500m (Buffered location),FORT CHIPEWYAN,238.00m,18km,-8.10,8.70,0.30,,,0.00,,FORT CHIPEWYAN,238.00m,18km,,,,,,,,,,,,,Wildlife Acoustics Inc+SM4(AU-626)@1.5m,-37.62,-38.78,2,0.012274,-0.012482,0.032837,-29.67,-29.68,-30.12,2,0.031983,0.012085,0.046753,-26.6,https://www.wildtrax.ca/home/aru-tasks/recording.html?taskId=508696,ABMI-0122-NW_20160328_075100.wav,841
ABMI,Zeller-Woodpecker Visual Scanning Project-ABMI 2021,1539-NW,2016-03-28 07:51:00,60s None,Transcribed,Austin Zeller,-111.808769,50.221923,"",5500m (Buffered location),ROLLING HILLS AGCM,645.00m,9km,-2.90,9.50,3.30,,,0.00,,ROLLING HILLS AGCM,645.00m,9km,,,,,,,,,,,,"Agriculture,Gravel Road",Wildlife Acoustics Inc+SM4(AU-563)@1.5m,-1.68,-36.78,,0.024465,-1,0.999969,0,-6.21,-33.6,,0.035474,-0.930023,0.856415,-0.63,https://www.wildtrax.ca/home/aru-tasks/recording.html?taskId=508739,ABMI-1539-NW_20160328_075100.wav,841
ABMI,Zeller-Woodpecker Visual Scanning Project-ABMI 2021,242-NW,2016-03-28 07:51:00,60s None,Transcribed,Austin Zeller,-110.411049,58.153949,"",5500m (Buffered location),FORT CHIPEWYAN,238.00m,80km,-8.10,8.70,0.30,,,0.00,,FORT CHIPEWYAN,238.00m,80km,,,,,,,,,,,,,Wildlife Acoustics Inc+SM4(AU-619)@1.5m,-6.15,-37.23,2,0.033918,-0.930847,0.674072,-0.62,-4.09,-37.73,178,0.032075,-1,0.87146,0,https://www.wildtrax.ca/home/aru-tasks/recording.html?taskId=507587,ABMI-0242-NW_20160328_075100.wav,841
ABMI,Zeller-Woodpecker Visual Scanning Project-ABMI 2021,538-NW,2016-03-28 07:51:00,60s None,Transcribed,Austin Zeller,-112.452820,56.549434,"",5500m (Buffered location),FORT MCMURRAY A,369.10m,77km,-4.70,11.80,3.60,,,0.00,,FORT MCMURRAY A,369.10m,77km,,,,,,,,,,,,"Clearcut,Cutline",Wildlife Acoustics Inc+SM3(AU-373)@1.5m,-18.94,-36.79,2,0.024089,-0.136353,0.206757,-13.69,-26.34,-41.08,2,0.015541,-0.067627,0.087067,-21.2,https://www.wildtrax.ca/home/aru-tasks/recording.html?taskId=508878,ABMI-0538-NW_0+1_20160328_075100.wav,841
ABMI,Zeller-Woodpecker Visual Scanning Project-ABMI 2021,64-NW,2016-03-28 07:51:00,60s None,Transcribed,Austin Zeller,-111.284081,59.319580,"",5500m (Buffered location),FORT CHIPEWYAN,238.00m,62km,-8.10,8.70,0.30,,,0.00,,EGG ISLAND,214.90m,61km,,,,,,,,,,,,Game Trail,Wildlife Acoustics Inc+SM4(AU-589)@1.52m,-36.98,-41.48,2,0.010999,0.004333,0.018036,-34.88,-29.1,-29.79,2,0.033529,0.028473,0.038422,-28.31,https://www.wildtrax.ca/home/aru-tasks/recording.html?taskId=508000,ABMI-0064-NW_20160328_075100.wav,841
ABMI,Zeller-Woodpecker Visual Scanning Project-ABMI 2021,92-NW,2016-03-28 07:51:00,60s None,Transcribed,Austin Zeller,-111.372108,59.187820,"",5500m (Buffered location),FORT CHIPEWYAN,238.00m,49km,-8.10,8.70,0.30,,,0.00,,FORT CHIPEWYAN,238.00m,49km,,,,,,,,,,,,,Wildlife Acoustics Inc+SM4(AU-495)@1.5m,-34.48,-40.14,2,0.013555,0.004791,0.025635,-31.82,-36.75,-38.91,2,0.012894,0.003296,0.01947,-34.21,https://www.wildtrax.ca/home/aru-tasks/recording.html?taskId=508398,ABMI-0092-NW_20160328_075100.wav,841
ABMI,Zeller-Woodpecker Visual Scanning Project-ABMI 2021,122-NE,2016-03-28 09:21:00,180s None,Transcribed,Austin Zeller,-111.107582,58.935230,"",5500m (Buffered location),FORT CHIPEWYAN,238.00m,18km,-8.10,8.70,0.30,,,0.00,,FORT CHIPEWYAN,238.00m,18km,,,,,,,,,,,,Clearing,Wildlife Acoustics Inc+SM4(AU-494)@1.49m,-31.12,-32.27,2,0.026171,-0.003634,0.031608,-30,-29.51,-30.51,2,0.031586,-0.003732,0.051786,-25.72,https://www.wildtrax.ca/home/aru-tasks/recording.html?taskId=139459,ABMI-0122-NE_20160328_092100.wav,841
ABMI,Zeller-Woodpecker Visual Scanning Project-ABMI 2021,272-SE,2016-03-28 09:21:00,180s None,Transcribed,Austin Zeller,-110.466278,57.993595,"",5500m (Buffered location),FORT CHIPEWYAN,238.00m,95km,-8.10,8.70,0.30,,,0.00,,FORT CHIPEWYAN,238.00m,95km,,,,,,,,,,,,"Clearing,Game Trail,Wet Margin Lake",Wildlife Acoustics Inc+SM4(AU-651)@1.48m,-25.82,-34.22,2,0.031842,-0.022774,0.081371,-21.79,-26.33,-35.65,2,0.027188,-0.04667,0.117007,-18.64,https://www.wildtrax.ca/home/aru-tasks/recording.html?taskId=139244,ABMI-0272-SE_20160328_092100.wav,841
ABMI,Zeller-Woodpecker Visual Scanning Project-ABMI 2021,301-NW,2016-03-28 09:21:00,180s None,Transcribed,Austin Zeller,-110.839073,57.819053,"",5500m (Buffered location),MILDRED LAKE,310.00m,97km,-2.60,12.30,4.90,,,0.50,,MILDRED LAKE,310.00m,97km,,,,,,,,,,,,,Wildlife Acoustics Inc+SM4(AU-584)@1.54m,-2.27,-38.92,2,0.022196,-0.964558,0.968864,-0.27,-3.44,-39.84,2,0.018963,-0.950447,0.925113,-0.44,https://www.wildtrax.ca/home/aru-tasks/recording.html?taskId=139271,ABMI-0301-NW_20160328_092100.wav,841
ABMI,Zeller-Woodpecker Visual Scanning Project-ABMI 2021,538-NE,2016-03-28 09:21:00,180s None,Transcribed,Austin Zeller,-112.452820,56.549434,"",5500m (Buffered location),FORT MCMURRAY A,369.10m,77km,-4.70,11.80,3.60,,,0.00,,FORT MCMURRAY A,369.10m,77km,,,,,,,,,,,,Stream,Wildlife Acoustics Inc+SM4(AU-438)@1.5m,-34.7,-51.69,2,0.005313,-0.015833,0.029265,-30.67,-27.81,-38.46,2,0.02148,-0.020695,0.058802,-24.61,https://www.wildtrax.ca/home/aru-tasks/recording.html?taskId=139282,ABMI-0538-NE_20160328_092100.wav,841
ABMI,Zeller-Woodpecker Visual Scanning Project-ABMI 2021,65-SW,2016-03-28 09:21:00,180s None,Transcribed,Austin Zeller,-110.953598,59.318275,"",5500m (Buffered location),FORT CHIPEWYAN,238.00m,62km,-8.10,8.70,0.30,,,0.00,,EGG ISLAND,214.90m,48km,,,,,,,,,,,,,Wildlife Acoustics Inc+SM4(AU-598)@1.5m,-27.89,-31.54,2,0.032275,-0.004131,0.049115,-26.18,-27.34,-44.29,2,0.014599,-0.037696,0.064515,-23.81,https://www.wildtrax.ca/home/aru-tasks/recording.html?taskId=139178,ABMI-0065-SW_20160328_092100.wav,841
ABMI,Zeller-Woodpecker Visual Scanning Project-ABMI 2021,923-NE,2016-03-28 09:21:00,180s None,Transcribed,Austin Zeller,-111.660650,54.233108,"",5500m (Buffered location),ST. LINA AGCM,619.00m,15km,-5.30,9.10,1.90,,,0.60,,ST. LINA AGCM,619.00m,15km,,,,,,,,,,,,Swamp,Wildlife Acoustics Inc+SM4(AU-737)@1.5m,-26.69,-30.56,2,0.036609,-0.006908,0.075345,-22.46,-31.33,-36.73,2,0.018761,-0.015492,0.054796,-25.23,https://www.wildtrax.ca/home/aru-tasks/recording.html?taskId=139299,ABMI-0923-NE_20160328_092100.wav,841
ABMI,Zeller-Woodpecker Visual Scanning Project-ABMI 2021,93-NE,2016-03-28 09:21:00,180s None,Transcribed,Austin Zeller,-111.064606,59.160793,"",5500m (Buffered location),FORT CHIPEWYAN,238.00m,44km,-8.10,8.70,0.30,,,0.00,,EGG ISLAND,214.90m,41km,,,,,,,,,,,,,Wildlife Acoustics Inc+SM4(AU-436)@1.49m,-16.75,-40.24,2,0.021813,-0.206393,0.234941,-12.58,-17.98,-37.49,2,0.027392,-0.139337,0.203242,-13.84,https://www.wildtrax.ca/home/aru-tasks/recording.html?taskId=139413,ABMI-0093-NE_20160328_092100.wav,841
ABMI,Zeller-Woodpecker Visual Scanning Project-ABMI 2021,956-SE,2016-03-28 09:21:00,180s None,Transcribed,Austin Zeller,-111.691190,54.045711,"",5500m (Buffered location),VILNA AGCM,645.00m,18km,-4.40,9.30,2.50,,,0.00,,VILNA AGCM,645.00m,18km,,,,,,,,,,,,"Pasture,Water",Wildlife Acoustics Inc+SM2+(AU-046)@1.5m,-25.33,-32.47,2,0.031773,-0.051255,0.114381,-18.83,-25.74,-32.17,2,0.032933,-0.037258,0.09732,-20.24,https://www.wildtrax.ca/home/aru-tasks/recording.html?taskId=139249,ABMI-0956-SE_0+1_20160328_092100.wav,841
ABMI,Zeller-Woodpecker Visual Scanning Project-ABMI 2021,958-SW,2016-03-28 09:21:00,180s None,Transcribed,Austin Zeller,-111.109260,53.975181,"",5500m (Buffered location),MYRNAM AGCM,580.00m,28km,-6.70,7.90,0.60,,,0.00,,MYRNAM AGCM,580.00m,28km,,,,,,,,,,,,"OHV Trail,Pasture",Wildlife Acoustics Inc+SM3(AU-317)@1.5m,-13.01,-34.28,2,0.034677,-0.283692,0.38892,-8.2,-9.61,-40.56,2,0.014028,-0.507751,0.54547,-5.26,https://www.wildtrax.ca/home/aru-tasks/recording.html?taskId=139247,ABMI-0958-SW_0+1_20160328_092100.wav,841
ABMI,Zeller-Woodpecker Visual Scanning Project-ABMI 2021,122-NW,2016-03-29 07:48:00,60s None,Transcribed,Austin Zeller,-111.107582,58.935230,"",5500m (Buffered location),FORT CHIPEWYAN,238.00m,18km,-6.20,9.30,1.60,,,0.00,,FORT CHIPEWYAN,238.00m,18km,,,,,,,,,,,,,Wildlife Acoustics Inc+SM4(AU-626)@1.5m,-36.79,-38.87,2,0.012348,-0.023926,0.047516,-26.46,-29.34,-30.31,2,0.032057,-0.025055,0.087463,-21.16,https://www.wildtrax.ca/home/aru-tasks/recording.html?taskId=508138,ABMI-0122-NW_20160329_074800.wav,841
ABMI,Zeller-Woodpecker Visual Scanning Project-ABMI 2021,1539-NW,2016-03-29 07:48:00,60s None,Transcribed,Austin Zeller,-111.808769,50.221923,"",5500m (Buffered location),ROLLING HILLS AGCM,645.00m,9km,-5.50,14.00,4.30,,,0.00,,ROLLING HILLS AGCM,645.00m,9km,,,,,,,,,,,,"Agriculture,Gravel Road",Wildlife Acoustics Inc+SM4(AU-563)@1.5m,-6.75,-38.21,2,0.024403,-0.447052,0.81485,-1.78,-14.86,-35.96,2,0.035576,-0.32193,0.305603,-9.84,https://www.wildtrax.ca/home/aru-tasks/recording.html?taskId=508013,ABMI-1539-NW_20160329_074800.wav,841
ABMI,Zeller-Woodpecker Visual Scanning Project-ABMI 2021,242-NW,2016-03-29 07:48:00,60s None,Transcribed,Austin Zeller,-110.411049,58.153949,"",5500m (Buffered location),FORT CHIPEWYAN,238.00m,80km,-6.20,9.30,1.60,,,0.00,,FORT CHIPEWYAN,238.00m,80km,,,,,,,,,,,,,Wildlife Acoustics Inc+SM4(AU-619)@1.5m,-28.94,-29.53,2,0.034431,0.021881,0.046234,-26.7,-29.04,-30.09,2,0.032587,0.022675,0.043488,-27.23,https://www.wildtrax.ca/home/aru-tasks/recording.html?taskId=508403,ABMI-0242-NW_20160329_074800.wav,841
ABMI,Zeller-Woodpecker Visual Scanning Project-ABMI 2021,538-NW,2016-03-29 07:48:00,60s None,Transcribed,Austin Zeller,-112.452820,56.549434,"",5500m (Buffered location),FORT MCMURRAY A,369.10m,77km,-3.50,12.00,4.30,,,0.00,,FORT MCMURRAY A,369.10m,77km,,,,,,,,,,,,"Clearcut,Cutline",Wildlife Acoustics Inc+SM3(AU-373)@1.5m,-30.97,-33.47,2,0.024071,0,0.048004,-26.37,-34.07,-37.5,2,0.015543,-0.023651,0.053375,-25.45,https://www.wildtrax.ca/home/aru-tasks/recording.html?taskId=508153,ABMI-0538-NW_0+1_20160329_074800.wav,841
ABMI,Zeller-Woodpecker Visual Scanning Project-ABMI 2021,64-NW,2016-03-29 07:48:00,60s None,Transcribed,Austin Zeller,-111.284081,59.319580,"",5500m (Buffered location),FORT CHIPEWYAN,238.00m,62km,-6.20,9.30,1.60,,,0.00,,EGG ISLAND,214.90m,61km,,,,,,,,,,,,Game Trail,Wildlife Acoustics Inc+SM4(AU-589)@1.52m,-35.59,-42.62,3,0.011078,-0.005859,0.029694,-30.55,-28.61,-30.35,3,0.03334,0.023621,0.045044,-26.93,https://www.wildtrax.ca/home/aru-tasks/recording.html?taskId=508724,ABMI-0064-NW_20160329_074800.wav,841
ABMI,Zeller-Woodpecker Visual Scanning Project-ABMI 2021,92-NW,2016-03-29 07:48:00,60s None,Transcribed,Austin Zeller,-111.372108,59.187820,"",5500m (Buffered location),FORT CHIPEWYAN,238.00m,49km,-6.20,9.30,1.60,,,0.00,,FORT CHIPEWYAN,238.00m,49km,,,,,,,,,,,,,Wildlife Acoustics Inc+SM4(AU-495)@1.5m,-34.88,-38.04,2,0.013591,-0.042725,0.073914,-22.63,-33.55,-38.31,2,0.012902,-0.057861,0.08429,-21.48,https://www.wildtrax.ca/home/aru-tasks/recording.html?taskId=507569,ABMI-0092-NW_20160329_074800.wav,841
ABMI,Zeller-Woodpecker Visual Scanning Project-ABMI 2021,122-NW,2016-03-30 07:46:00,60s None,Transcribed,Austin Zeller,-111.107582,58.935230,"",5500m (Buffered location),FORT CHIPEWYAN,238.00m,18km,-3.00,8.30,2.70,,,0.00,,FORT CHIPEWYAN,238.00m,18km,,,,,,,,,,,,,Wildlife Acoustics Inc+SM4(AU-626)@1.5m,-37.47,-39.25,2,0.011987,-0.003418,0.024536,-32.2,-29.63,-30.28,2,0.031773,0.021271,0.040619,-27.83,https://www.wildtrax.ca/home/aru-tasks/recording.html?taskId=508459,ABMI-0122-NW_20160330_074600.wav,841
ABMI,Zeller-Woodpecker Visual Scanning Project-ABMI 2021,1539-NW,2016-03-30 07:46:00,60s None,Transcribed,Austin Zeller,-111.808769,50.221923,"",5500m (Buffered location),ROLLING HILLS AGCM,645.00m,9km,-1.60,14.50,6.50,,,0.00,,ROLLING HILLS AGCM,645.00m,9km,,,,,,,,,,,,"Agriculture,Gravel Road",Wildlife Acoustics Inc+SM4(AU-563)@1.5m,-0.46,-29.56,,0.025848,-1,0.999969,0,-0.74,-32.22,,0.035784,-1,0.999969,0,https://www.wildtrax.ca/home/aru-tasks/recording.html?taskId=508328,ABMI-1539-NW_20160330_074600.wav,841
ABMI,Zeller-Woodpecker Visual Scanning Project-ABMI 2021,242-NW,2016-03-30 07:46:00,60s None,Transcribed,Austin Zeller,-110.411049,58.153949,"",5500m (Buffered location),FORT CHIPEWYAN,238.00m,80km,-3.00,8.30,2.70,,,0.00,,FORT CHIPEWYAN,238.00m,80km,,,,,,,,,,,,,Wildlife Acoustics Inc+SM4(AU-619)@1.5m,-28.88,-30.04,2,0.033669,0.023041,0.043976,-27.14,-28.56,-31.03,3,0.031745,0.020477,0.042572,-27.42,https://www.wildtrax.ca/home/aru-tasks/recording.html?taskId=508069,ABMI-0242-NW_20160330_074600.wav,841
ABMI,Zeller-Woodpecker Visual Scanning Project-ABMI 2021,538-NW,2016-03-30 07:46:00,60s None,Transcribed,Austin Zeller,-112.452820,56.549434,"",5500m (Buffered location),FORT MCMURRAY A,369.10m,77km,-1.70,10.30,4.30,,,0.00,,FORT MCMURRAY A,369.10m,77km,,,,,,,,,,,,"Clearcut,Cutline",Wildlife Acoustics Inc+SM3(AU-373)@1.5m,-26.65,-35.32,2,0.023944,-0.045441,0.080505,-21.88,-29.93,-40.19,2,0.015429,-0.051422,0.078369,-22.12,https://www.wildtrax.ca/home/aru-tasks/recording.html?taskId=508495,ABMI-0538-NW_0+1_20160330_074600.wav,841
ABMI,Zeller-Woodpecker Visual Scanning Project-ABMI 2021,92-NW,2016-03-30 07:46:00,60s None,Transcribed,Austin Zeller,-111.372108,59.187820,"",5500m (Buffered location),FORT CHIPEWYAN,238.00m,49km,-3.00,8.30,2.70,,,0.00,,FORT CHIPEWYAN,238.00m,49km,,,,,,,,,,,,,Wildlife Acoustics Inc+SM4(AU-495)@1.5m,-35.8,-39,2,0.013414,0.007385,0.019623,-34.14,-33.07,-41.56,2,0.012834,-0.009674,0.035126,-29.09,https://www.wildtrax.ca/home/aru-tasks/recording.html?taskId=508638,ABMI-0092-NW_20160330_074600.wav,841
ABMI,Zeller-Woodpecker Visual Scanning Project-ABMI 2021,122-NE,2016-03-30 09:16:00,180s None,Transcribed,Austin Zeller,-111.107582,58.935230,"",5500m (Buffered location),FORT CHIPEWYAN,238.00m,18km,-3.00,8.30,2.70,,,0.00,,FORT CHIPEWYAN,238.00m,18km,,,,,,,,,,,,Clearing,Wildlife Acoustics Inc+SM4(AU-494)@1.49m,-31.1,-32.52,2,0.025921,-0.004364,0.031338,-30.08,-28.5,-31.66,2,0.031305,-0.003535,0.043856,-27.16,https://www.wildtrax.ca/home/aru-tasks/recording.html?taskId=139383,ABMI-0122-NE_20160330_091600.wav,841
ABMI,Zeller-Woodpecker Visual Scanning Project-ABMI 2021,272-SE,2016-03-30 09:16:00,180s None,Transcribed,Austin Zeller,-110.466278,57.993595,"",5500m (Buffered location),FORT CHIPEWYAN,238.00m,95km,-3.00,8.30,2.70,,,0.00,,FORT CHIPEWYAN,238.00m,95km,,,,,,,,,,,,"Clearing,Game Trail,Wet Margin Lake",Wildlife Acoustics Inc+SM4(AU-651)@1.48m,-29.16,-30.69,2,0.031897,-0.006455,0.038434,-28.31,-28.8,-33.99,2,0.027123,-0.005971,0.047115,-26.54,https://www.wildtrax.ca/home/aru-tasks/recording.html?taskId=139117,ABMI-0272-SE_20160330_091600.wav,841
ABMI,Zeller-Woodpecker Visual Scanning Project-ABMI 2021,301-NW,2016-03-30 09:16:00,180s None,Transcribed,Austin Zeller,-110.839073,57.819053,"",5500m (Buffered location),MILDRED LAKE,310.00m,97km,-1.40,10.50,4.60,,,0.00,,MILDRED LAKE,310.00m,97km,,,,,,,,,,,,,Wildlife Acoustics Inc+SM4(AU-584)@1.54m,-30.83,-34.91,2,0.022072,-0.003394,0.033504,-29.5,-32.81,-36.83,2,0.019074,-0.003558,0.03173,-29.97,https://www.wildtrax.ca/home/aru-tasks/recording.html?taskId=139048,ABMI-0301-NW_20160330_091600.wav,841
ABMI,Zeller-Woodpecker Visual Scanning Project-ABMI 2021,538-NE,2016-03-30 09:16:00,180s None,Transcribed,Austin Zeller,-112.452820,56.549434,"",5500m (Buffered location),FORT MCMURRAY A,369.10m,77km,-1.70,10.30,4.30,,,0.00,,FORT MCMURRAY A,369.10m,77km,,,,,,,,,,,,Stream,Wildlife Acoustics Inc+SM4(AU-438)@1.5m,-24.15,-52.57,2,0.005208,-0.086524,0.108566,-19.29,-20.75,-40.1,2,0.021318,-0.12948,0.175795,-15.1,https://www.wildtrax.ca/home/aru-tasks/recording.html?taskId=139079,ABMI-0538-NE_20160330_091600.wav,841
ABMI,Zeller-Woodpecker Visual Scanning Project-ABMI 2021,65-SW,2016-03-30 09:16:00,180s None,Transcribed,Austin Zeller,-110.953598,59.318275,"",5500m (Buffered location),FORT CHIPEWYAN,238.00m,62km,-3.00,8.30,2.70,,,0.00,,FORT CHIPEWYAN,238.00m,62km,,,,,,,,,,,,,Wildlife Acoustics Inc+SM4(AU-598)@1.5m,-28.86,-30.61,2,0.032146,-0.004111,0.068394,-23.3,-32.08,-41.6,2,0.014387,-0.023271,0.05653,-24.95,https://www.wildtrax.ca/home/aru-tasks/recording.html?taskId=139141,ABMI-0065-SW_20160330_091600.wav,841
ABMI,Zeller-Woodpecker Visual Scanning Project-ABMI 2021,923-NE,2016-03-30 09:16:00,180s None,Transcribed,Austin Zeller,-111.660650,54.233108,"",5500m (Buffered location),ST. LINA AGCM,619.00m,15km,3.40,9.50,6.50,,,0.00,,ST. LINA AGCM,619.00m,15km,,,,,,,,,,,,Swamp,Wildlife Acoustics Inc+SM4(AU-737)@1.5m,-12.81,-34.66,2,0.036295,-0.606187,0.667845,-3.51,-12.12,-41.31,2,0.018483,-0.726048,0.695966,-2.78,https://www.wildtrax.ca/home/aru-tasks/recording.html?taskId=139514,ABMI-0923-NE_20160330_091600.wav,841
ABMI,Zeller-Woodpecker Visual Scanning Project-ABMI 2021,93-NE,2016-03-30 09:16:00,180s None,Transcribed,Austin Zeller,-111.064606,59.160793,"",5500m (Buffered location),FORT CHIPEWYAN,238.00m,44km,-3.00,8.30,2.70,,,0.00,,FORT CHIPEWYAN,238.00m,44km,,,,,,,,,,,,,Wildlife Acoustics Inc+SM4(AU-436)@1.49m,-21.24,-38.12,2,0.021528,-0.09414,0.14517,-16.76,-20.86,-36.26,2,0.027287,-0.19287,0.130295,-14.29,https://www.wildtrax.ca/home/aru-tasks/recording.html?taskId=139427,ABMI-0093-NE_20160330_091600.wav,841
ABMI,Zeller-Woodpecker Visual Scanning Project-ABMI 2021,956-SE,2016-03-30 09:16:00,180s None,Transcribed,Austin Zeller,-111.691190,54.045711,"",5500m (Buffered location),VILNA AGCM,645.00m,18km,2.80,9.50,6.20,,,0.00,,VILNA AGCM,645.00m,18km,,,,,,,,,,,,"Pasture,Water",Wildlife Acoustics Inc+SM2+(AU-046)@1.5m,-1.5,-27.64,78,0.031046,-1,0.99265,0,-1.9,-31.34,2,0.033391,-0.993781,0.973574,-0.05,https://www.wildtrax.ca/home/aru-tasks/recording.html?taskId=139097,ABMI-0956-SE_0+1_20160330_091600.wav,841
ABMI,Zeller-Woodpecker Visual Scanning Project-ABMI 2021,958-SW,2016-03-30 09:16:00,180s None,Transcribed,Austin Zeller,-111.109260,53.975181,"",5500m (Buffered location),MYRNAM AGCM,580.00m,28km,1.50,10.40,6.00,,,0.00,,MYRNAM AGCM,580.00m,28km,,,,,,,,,,,,"OHV Trail,Pasture",Wildlife Acoustics Inc+SM3(AU-317)@1.5m,-1.43,-28.95,2,0.034686,-0.995618,0.980467,-0.04,-1.09,-30.61,2,0.014351,-0.985636,0.970198,-0.13,https://www.wildtrax.ca/home/aru-tasks/recording.html?taskId=139093,ABMI-0958-SW_0+1_20160330_091600.wav,841
ABMI,Zeller-Woodpecker Visual Scanning Project-ABMI 2021,122-NW,2016-03-31 07:43:00,60s None,Transcribed,Austin Zeller,-111.107582,58.935230,"",5500m (Buffered location),FORT CHIPEWYAN,238.00m,18km,-11.30,-3.00,-7.20,,,0.00,,FORT CHIPEWYAN,238.00m,18km,,,,,,,,,,,,,Wildlife Acoustics Inc+SM4(AU-626)@1.5m,-22.65,-46.11,2,0.012422,-0.096924,0.102142,-19.82,-25.47,-33.6,2,0.032263,-0.014252,0.079803,-21.96,https://www.wildtrax.ca/home/aru-tasks/recording.html?taskId=508744,ABMI-0122-NW_20160331_074300.wav,841
ABMI,Zeller-Woodpecker Visual Scanning Project-ABMI 2021,1539-NW,2016-03-31 07:43:00,60s None,Transcribed,Austin Zeller,-111.808769,50.221923,"",5500m (Buffered location),ROLLING HILLS AGCM,645.00m,9km,1.40,,,,,,,ROLLING HILLS AGCM,645.00m,9km,,,,,,,,,,,,"Agriculture,Gravel Road",Wildlife Acoustics Inc+SM4(AU-563)@1.5m,-0.06,-28.33,,0.033952,-1,0.999969,0,-0.09,-28.43,,0.03902,-1,0.999969,0,https://www.wildtrax.ca/home/aru-tasks/recording.html?taskId=508633,ABMI-1539-NW_20160331_074300.wav,841
ABMI,Zeller-Woodpecker Visual Scanning Project-ABMI 2021,242-NW,2016-03-31 07:43:00,60s None,Transcribed,Austin Zeller,-110.411049,58.153949,"",5500m (Buffered location),FORT CHIPEWYAN,238.00m,80km,-11.30,-3.00,-7.20,,,0.00,,FORT CHIPEWYAN,238.00m,80km,,,,,,,,,,,,,Wildlife Acoustics Inc+SM4(AU-619)@1.5m,-15.48,-34.34,3,0.034578,-0.199066,0.23877,-12.44,-18.11,-34.1,3,0.032606,-0.158386,0.212921,-13.44,https://www.wildtrax.ca/home/aru-tasks/recording.html?taskId=507690,ABMI-0242-NW_20160331_074300.wav,841
ABMI,Zeller-Woodpecker Visual Scanning Project-ABMI 2021,538-NW,2016-03-31 07:43:00,60s None,Transcribed,Austin Zeller,-112.452820,56.549434,"",5500m (Buffered location),FORT MCMURRAY A,369.10m,77km,-5.60,1.90,-1.90,,,0.00,,FORT MCMURRAY A,369.10m,77km,,,,,,,,,,,,"Clearcut,Cutline",Wildlife Acoustics Inc+SM3(AU-373)@1.5m,-30.62,-33.74,2,0.024088,0,0.047302,-26.5,-33.37,-37.84,2,0.015617,-0.005829,0.037872,-28.43,https://www.wildtrax.ca/home/aru-tasks/recording.html?taskId=508823,ABMI-0538-NW_0+1_20160331_074300.wav,841
ABMI,Zeller-Woodpecker Visual Scanning Project-ABMI 2021,64-NW,2016-03-31 07:43:00,60s None,Transcribed,Austin Zeller,-111.284081,59.319580,"",5500m (Buffered location),FORT CHIPEWYAN,238.00m,62km,-11.30,-3.00,-7.20,,,0.00,,EGG ISLAND,214.90m,61km,,,,,,,,,,,,Game Trail,Wildlife Acoustics Inc+SM4(AU-589)@1.52m,-33.17,-42.29,2,0.011074,-0.015106,0.031982,-29.9,-28.1,-30.48,3,0.033707,0.020844,0.046692,-26.62,https://www.wildtrax.ca/home/aru-tasks/recording.html?taskId=508086,ABMI-0064-NW_20160331_074300.wav,841
